"ExclusionPath","ExclusionProcess","ExclusionExtension","PUAProtection","MAPSReporting","SubmitSamplesConsent","RealTimeScanDirection"
"C:\Program Files\JetBrains\Rider\r2r; C:\Unity\default2d; C:\Unity\default3d; C:\Unity\defaultgamestudio2d; C:\Unity\defaultstudio3d; C:\Users\wille\.nuget; C:\Users\wille\AppData\Local\JetBrains\Rider2025.1; C:\Users\wille\Desktop\CodeFiles\RotationSolverReborn; C:\Users\wille\source\repos\DefaultStudios.Dependencies","","","1","2","2","0"
